,Returns_all_share_reinvested,combined_sentiment_score_mnb_all_newspapers_FE,combined_sentiment_score_lsvc_all_newspapers_FE,combined_sentiment_score_dictionary_all_newspapers_FE,combined_sentiment_score_mlpc_all_newspapers_FE,LDY_ALLSHARE,LPE_ALLSHARE,DAILY_MAIL_&_MAIL_ON_SUNDAY_sentiment_score_DIC,DAILY_MIRROR_&_SUNDAY_MIRROR_sentiment_score_DIC,DAILY_RECORD_&_SUNDAY_MAIL_sentiment_score_DIC,DAILY_TELEGRAPH_sentiment_score_DIC,EVENING_STANDARD_sentiment_score_DIC,FINANCIAL_TIMES_sentiment_score_DIC,GUARDIAN_sentiment_score_DIC,INDEPENDENT_sentiment_score_DIC,OBSERVER_sentiment_score_DIC,SUN_sentiment_score_DIC,SUNDAY_TELEGRAPH_sentiment_score_DIC,SUNDAY_TIMES_sentiment_score_DIC,TIMES_sentiment_score_DIC,DAILY_MAIL_&_MAIL_ON_SUNDAY_ANN,DAILY_MIRROR_&_SUNDAY_MIRROR_ANN,DAILY_RECORD_&_SUNDAY_MAIL_ANN,DAILY_TELEGRAPH_ANN,EVENING_STANDARD_ANN,FINANCIAL_TIMES_ANN,GUARDIAN_ANN,INDEPENDENT_ANN,OBSERVER_ANN,SUN_ANN,SUNDAY_TELEGRAPH_ANN,SUNDAY_TIMES_ANN,TIMES_ANN,DAILY_MAIL_&_MAIL_ON_SUNDAY_NBEP,DAILY_MIRROR_&_SUNDAY_MIRROR_NBEP,DAILY_RECORD_&_SUNDAY_MAIL_NBEP,DAILY_TELEGRAPH_NBEP,EVENING_STANDARD_NBEP,FINANCIAL_TIMES_NBEP,GUARDIAN_NBEP,INDEPENDENT_NBEP,OBSERVER_NBEP,SUN_sentiment_NBEP,SUNDAY_TELEGRAPH_NBEP,SUNDAY_TIMES_NBEP,TIMES_sentiment_NBEP,DAILY_MAIL_&_MAIL_ON_SUNDAY_svmEP,DAILY_MIRROR_&_SUNDAY_MIRROR_svmEP,DAILY_RECORD_&_SUNDAY_MAIL_svmEP,DAILY_TELEGRAPH_svmEP,EVENING_STANDARD_svmEP,FINANCIAL_TIMES_svmEP,GUARDIAN_svmEP,INDEPENDENT_svmEP,OBSERVER_svmEP,SUN_svmEP,SUNDAY_TELEGRAPH_svmEP,SUNDAY_TIMES_svmEP,TIMES_svmEP
1998-5,-0.007067694,0.827753337,0.860686313,-0.087234064,0.831402917,0.854415328,3.104586678,-1.70397177,-0.629116007,-1.526569126, ,-1.345223455,-1.527174881,-1.299666659,-1.221274064,-1.418079025, , ,-1.246313031,-1.434703557,-0.352941176,-0.111111111,-0.461538462, ,-0.345454545,0.003436426,-0.319148936,-0.215909091,-0.636363636, , ,-0.041666667,-0.180555556,-0.367647059,-0.5,-0.384615385,,-0.4,0.082474227,-0.436170213,-0.340909091,-0.909090909,,,-0.458333333,-0.111111111,-0.308823529,-0.111111111,-0.384615385,,-0.381818182,-0.027491409,-0.29787234,-0.147727273,-0.575757576,,,0.041666667,-0.111111111
1998-6,-0.025539338,0.7218191,0.850650292,-0.112528212,0.765837743,0.887891257,3.080992118,-1.459073245,-0.976454262,-1.448395954, ,-1.672780495,-1.366769273,-1.535226455,-1.436254127,-0.866621228, , ,-1.433419396,-1.779332764,-0.285714286,-0.181818182,0, ,-0.2,-0.087533156,-0.483870968,-0.30075188,-0.428571429, , ,-0.291666667,-0.405940594,-0.350649351,-0.590909091,-0.666666667,,-0.385714286,-0.076923077,-0.64516129,-0.406015038,-0.5,,,-0.666666667,-0.277227723,-0.272727273,-0.227272727,-0.166666667,,-0.1,-0.055702918,-0.35483871,-0.270676692,-0.285714286,,,-0.208333333,-0.178217822
1998-7,0.051872842,0.82271199,0.75407304,-0.304817974,0.712713393,0.832909123,3.125882958,-1.850842044,-1.33630133,-1.011123756, ,-1.995022039,-1.520751587,-1.565858809,-1.638361326,-1.846096203, , ,-1.62939842,-1.94149697,-0.372340426,-0.315789474,-0.45, ,-0.537313433,-0.079710145,-0.477876106,-0.385826772,-0.5, , ,-0.52173913,-0.432989691,-0.329787234,-0.526315789,-0.6,,-0.343283582,0.057971014,-0.469026549,-0.299212598,-0.636363636,,,-0.826086957,-0.216494845,-0.287234043,-0.368421053,-0.5,,-0.47761194,-0.062801932,-0.424778761,-0.385826772,-0.545454545,,,-0.565217391,-0.402061856
1998-8,-0.112016837,0.877065886,0.702253928,-0.396356049,0.684882201,0.963174318,3.02140002,-2.083241155,-2.022256619,-2.271381694, ,-1.673561351,-1.430605586,-1.879651751,-1.768243521,-1.868950182, , ,-1.549559809,-1.900192687,-0.542553191,-0.647058824,-0.76, ,-0.257142857,-0.09352518,-0.481818182,-0.381355932,-0.580645161, , ,-0.44,-0.378947368,-0.382978723,-0.764705882,-0.6,,-0.142857143,0.197841727,-0.527272727,-0.245762712,-0.709677419,,,-0.64,-0.084210526,-0.553191489,-0.705882353,-0.64,,-0.328571429,-0.125899281,-0.427272727,-0.415254237,-0.483870968,,,-0.2,-0.336842105
1998-9,-0.044183937,0.900546164,0.710857267,-0.487084781,0.691448626,1.00063188,2.977059008,-2.26700779,-1.897307193,-1.777345455, ,-1.66123641,-1.581992152,-2.199893087,-2.274377913,-1.465915615, , ,-1.873138734,-1.61783485,-0.504950495,-0.666666667,-0.333333333, ,-0.161764706,-0.118932039,-0.623931624,-0.6,-0.384615385, , ,-0.125,-0.272727273,-0.485148515,-0.708333333,-0.523809524,,-0.102941176,0.225728155,-0.564102564,-0.32173913,-0.576923077,,,-0.5,-0.045454545,-0.405940594,-0.583333333,-0.380952381,,-0.264705882,-0.121359223,-0.58974359,-0.591304348,-0.346153846,,,-0.34375,-0.257575758
1998-10,-0.046245531,0.711710946,0.631191091,-0.854132534,0.583237703,1.047318994,2.91506437,-2.3994126,-2.999185236,-2.774766845, ,-1.970817016,-2.001869092,-2.250769414,-2.354965424,-1.93326629, , ,-1.880399083,-2.088607027,-0.59,-0.75,-0.677419355, ,-0.387755102,-0.257756563,-0.532544379,-0.494117647,-0.678571429, , ,-0.464285714,-0.421428571,-0.6,-0.6375,-0.548387097,,-0.306122449,-0.133651551,-0.562130178,-0.423529412,-0.535714286,,,-0.464285714,-0.185714286,-0.5,-0.5375,-0.580645161,,-0.346938776,-0.293556086,-0.461538462,-0.558823529,-0.642857143,,,-0.392857143,-0.271428571
1998-11,0.079687542,0.811940613,0.801752639,-0.316073159,0.79797585,0.97455964,2.995232149,-1.713682179,-1.815928251,-2.403885744, ,-2.010106329,-1.582386082,-1.627452406,-1.670671456,-0.978187994, , ,-1.480691207,-1.71739588,-0.354166667,-0.172413793,-0.666666667, ,-0.308641975,-0.056497175,-0.35443038,-0.322981366,-0.175, , ,-0.2,-0.224806202,-0.375,-0.655172414,-0.777777778,,-0.296296296,0.033898305,-0.386075949,-0.459627329,-0.45,,,-0.314285714,-0.201550388,-0.427083333,-0.068965517,-0.703703704,,-0.333333333,-0.079096045,-0.259493671,-0.354037267,-0.25,,,-0.114285714,-0.286821705
1998-12,0.008871581,0.868159807,0.769255751,-0.398627663,0.721878414,0.970778917,3.001714345,-1.783227589,-1.411433035,-2.436165976, ,-2.024421401,-1.654461147,-2.001240959,-1.862806452,-0.986281995, , ,-0.862458297,-1.680511941,-0.301587302,-0.263157895,-0.857142857, ,-0.403225806,-0.112179487,-0.488888889,-0.50877193,-0.173913043, , ,0.05,-0.306122449,-0.19047619,-0.368421053,-0.714285714,,-0.112903226,0.051282051,-0.477777778,-0.324561404,-0.652173913,,,-0.3,-0.081632653,-0.206349206,-0.315789474,-0.571428571,,-0.322580645,-0.144230769,-0.422222222,-0.51754386,-0.52173913,,,0.25,-0.102040816
1999-1,0.062139437,0.750546135,0.771528705,-0.390060741,0.716251473,0.90825856,3.097837496,-1.796674075,-1.561756467,-1.53244301, ,-1.910435748,-1.765528807,-2.066039427,-1.564152113,-1.550634315, , ,-1.247950343,-1.452436101,-0.455696203,-0.416666667,-0.642857143, ,-0.340909091,-0.196875,-0.353535354,-0.46,-0.571428571, , ,0,-0.094594595,-0.430379747,-0.458333333,-0.714285714,,-0.545454545,-0.03125,-0.444444444,-0.56,-0.714285714,,,-0.172413793,-0.243243243,-0.316455696,-0.375,-0.714285714,,-0.295454545,-0.178125,-0.414141414,-0.39,-0.571428571,,,0.103448276,0.027027027
1999-2,0.024040386,0.842543473,0.885467002,-0.093379436,0.832328147,0.88376754,3.127199036,-1.301685624,-1.452467702,-1.489625868, ,-2.076792621,-1.31935182,-1.386740729,-1.5225124,-0.989649706, , ,-1.028048794,-1.544906986,-0.15,-0.28125,-0.324324324, ,-0.315068493,-0.040816327,-0.349206349,-0.236842105,-0.5, , ,-0.113636364,-0.208791209,-0.25,-0.625,-0.756756757,,-0.109589041,0,-0.317460317,-0.298245614,-0.590909091,,,-0.318181818,-0.164835165,-0.1,-0.3125,-0.405405405,,-0.219178082,-0.017857143,-0.238095238,-0.245614035,-0.454545455,,,-0.045454545,-0.10989011
1999-3,0.041784758,0.835746819,1.021685943,0.179896918,0.920494991,0.862889955,3.174714929,-1.479615424,-1.087656649,-1.646814649, ,-1.187482703,-1.073382741,-0.964810455,-1.205668742,-0.963497649, , ,-0.700536499,-1.30565585,-0.366666667,-0.027027027,-0.476190476, ,0,0.064748201,-0.123595506,-0.156716418,-0.37037037, , ,-0.052631579,-0.177419355,-0.422222222,-0.594594595,-0.857142857,,-0.189189189,-0.008992806,-0.314606742,-0.23880597,-0.555555556,,,-0.105263158,-0.120967742,-0.222222222,-0.054054054,-0.380952381,,0.054054054,0.116906475,-0.101123596,-0.052238806,-0.333333333,,,0.157894737,0.040322581
1999-4,0.042088349,0.799630401,0.858255864,-0.124681824,0.82585382,0.815364813,3.2554006,-1.250476693,-1.980809083,-1.940019467, ,-1.237900713,-1.453505938,-1.672055766,-1.159790922,-0.880772062, , ,-1.46905881,-1.69469861,-0.085714286,-0.35,-0.666666667, ,-0.043478261,-0.086309524,-0.373333333,-0.086538462,-0.210526316, , ,-0.333333333,-0.29787234,-0.285714286,-0.35,-0.722222222,,0.086956522,-0.053571429,-0.493333333,-0.326923077,-0.526315789,,,-0.466666667,-0.29787234,-0.085714286,-0.45,-0.638888889,,0.02173913,-0.077380952,-0.36,-0.076923077,-0.263157895,,,-0.066666667,-0.276595745
1999-5,-0.015323369,0.821410308,0.903953692,0.026917742,0.849322554,0.837247525,3.239854231,-1.39415733,-1.063919609,-1.845864148, ,-1.546303359,-1.231584221,-1.743170551,-1.238402076,-1.185957599, , ,-0.979942746,-1.21145536,-0.333333333,-0.25,-0.384615385, ,-0.311111111,0.005899705,-0.6,-0.048543689,-0.476190476, , ,-0.210526316,-0.114754098,-0.333333333,-0.85,-0.538461538,,-0.222222222,-0.014749263,-0.585714286,-0.116504854,-0.619047619,,,-0.578947368,-0.172131148,-0.206896552,-0.3,-0.384615385,,-0.266666667,0,-0.485714286,0.009708738,-0.523809524,,,0.105263158,-0.090163934
1999-6,0.023878846,0.923150437,0.996061055,0.239859337,0.964121541,0.832909123,3.269568939,-1.230683879,-1.238269323,-1.032489227, ,-1.015929702,-1.12335461,-1.036411847,-0.908989984,-0.818621074, , ,-0.751608044,-1.289554397,-0.125,-0.235294118,0.375, ,-0.152542373,0.009375,-0.205882353,0.00952381,-0.181818182, , ,0.28,-0.021052632,-0.277777778,-0.470588235,-0.375,,-0.237288136,0.121875,-0.308823529,-0.161904762,-0.590909091,,,-0.08,-0.168421053,0.013888889,-0.235294118,-0.125,,-0.084745763,0.00625,-0.147058824,0.00952381,-0.181818182,,,0.36,-0.052631579
1999-7,0.024605275,0.857980577,0.936681917,-0.004899578,0.89098108,0.78845736,3.331847304,-1.286148363,-1.443483575,-1.799438913, ,-0.909334105,-1.365861876,-1.351485253,-1.479276638,-1.164118419, , ,-0.895208968,-1.359083738,-0.202898551,-0.555555556,-0.588235294, ,0.023255814,0.006060606,-0.25,-0.095238095,-0.444444444, , ,-0.25,-0.126436782,-0.260869565,-0.666666667,-0.705882353,,-0.23255814,-0.051515152,-0.196428571,-0.104761905,-0.5,,,-0.2,-0.264367816,-0.101449275,-0.166666667,-0.411764706,,-0.093023256,0.009090909,-0.214285714,-0.095238095,-0.166666667,,,-0.35,-0.08045977
1999-8,-0.041852172,1.110212446,1.076645797,0.344418449,1.063397608,0.841567186,3.288774952,-1.02215868,-0.324868261,-1.229685326, ,-0.656233028,-1.069791299,-1.065235896,-0.987016277,-0.746453484, , ,-1.022336328,-1.034129366,-0.044117647,0.15,0, ,0.018181818,0.208,-0.038961039,0.02,-0.333333333, , ,-0.035714286,-0.079545455,-0.117647059,-0.3,-0.5,,0.309090909,0.332,-0.220779221,0.01,-0.388888889,,,-0.357142857,0.034090909,-0.073529412,0.15,0,,0.090909091,0.152,-0.051948052,0.05,-0.277777778,,,0.107142857,-0.034090909
1999-9,-0.021327416,0.991728646,1.110060518,0.337398697,1.077455326,0.867100488,3.242592351,-1.112550244,-0.526150459,-1.523507217, ,-1.460328877,-1.00448878,-1.122898298,-0.808497302,-0.856312348, , ,-0.703303461,-0.901175538,0,0.296296296,-0.4, ,-0.071428571,0.163461538,-0.058823529,0.125,-0.25, , ,0.4,-0.038834951,-0.064516129,-0.592592593,-0.6,,-0.107142857,0.233974359,-0.37254902,-0.0625,-0.785714286,,,-0.1,-0.116504854,-0.032258065,0.259259259,-0.266666667,,-0.178571429,0.147435897,0.029411765,0.1484375,-0.142857143,,,0.25,0.116504854
1999-10,-0.030278245,0.932230742,1.029719577,0.275423655,0.988220571,0.904218151,3.216071898,-1.14842885,-1.141423093,-1.049770202, ,-0.903232041,-1.200906852,-1.159559635,-0.901388788,-0.94330728, , ,-0.523286102,-0.813916997,0,-0.235294118,-0.230769231, ,-0.06122449,0.011267606,-0.14,-0.015267176,0.161290323, , ,-0.095238095,0.056603774,-0.018181818,-0.411764706,-0.230769231,,-0.040816327,0.008450704,-0.19,-0.152671756,-0.322580645,,,-0.619047619,-0.056603774,0.054545455,-0.235294118,-0.384615385,,0.06122449,0.028169014,-0.1,0.015267176,0.032258065,,,0.047619048,0.066037736
1999-11,0.095243371,0.813628231,1.071490258,0.292459706,0.991143877,0.810930216,3.307252935,-1.291045248,-0.260347474,-0.776652549, ,-1.05274171,-0.971106182,-1.125818479,-1.175202374,-0.896652037, , ,-1.283195208,-1.212636529,-0.134831461,0.222222222,0.05, ,-0.073529412,0.105540897,-0.029126214,-0.186440678,-0.15, , ,-0.214285714,-0.128440367,-0.393258427,-0.305555556,-0.65,,-0.397058824,-0.029023747,-0.203883495,-0.338983051,-0.4,,,-0.5,-0.293577982,-0.08988764,0.333333333,0.15,,0.014705882,0.147757256,0.038834951,-0.093220339,-0.35,,,0.214285714,-0.04587156
1999-12,0.021883241,0.865093282,1.039692851,0.147613148,0.983002645,0.802001585,3.307252935,-1.482587668,-0.585072083,-1.209537212, ,-1.381733787,-1.208498133,-1.188311678,-1.06918824,-1.067710079, , ,-1.076660501,-1.019367936,-0.089552239,-0.25,0, ,-0.317073171,0.110687023,-0.134328358,0.078947368,-0.214285714, , ,0.117647059,-0.2,-0.432835821,-0.5625,-0.666666667,,-0.365853659,0.011450382,-0.253731343,-0.105263158,-0.285714286,,,0,-0.2,-0.044776119,0,-0.066666667,,-0.146341463,0.122137405,-0.089552239,-0.026315789,-0.214285714,,,0.352941176,-0.042857143
2000-1,0.015457854,0.857114602,1.045087933,0.323235402,0.976305269,0.779324877,3.327550841,-1.157238586,-0.94045073,-1.50792155, ,-0.749677557,-0.975696024,-1.238202513,-0.914337398,-0.793064596, , ,-0.809253844,-1.153460246,-0.277777778,-0.366666667,-0.7, ,0.064516129,0.114649682,0.025316456,-0.076388889,-0.111111111, , ,-0.133333333,-0.103092784,-0.375,-0.7,-0.7,,-0.032258065,0.012738854,-0.240506329,-0.208333333,-0.111111111,,,-0.333333333,-0.360824742,-0.25,-0.266666667,-0.7,,0.032258065,0.165605096,0.139240506,0.006944444,-0.277777778,,,-0.066666667,-0.041237113
2000-2,-0.092843888,0.984980207,1.150309001,0.42056563,1.079475561,0.837247525,3.248434627,-0.959721863,-0.84512596,-0.597743204, ,-1.019648755,-0.92978768,-1.036729971,-0.905179968,-0.51105314, , ,0.079428024,-0.989799666,0.108108108,-0.071428571,-0.272727273, ,0.069444444,0.219047619,-0.111111111,0.008695652,-0.28, , ,0.384615385,-0.063157895,0.054054054,-0.5,-0.454545455,,0.125,0.126984127,-0.373737374,-0.026086957,-0.48,,,-0.076923077,-0.231578947,0.175675676,0.071428571,-0.181818182,,0.041666667,0.222222222,0,0.060869565,-0.04,,,0.538461538,0.063157895
2000-3,0.076913656,0.865911958,1.160026734,0.351938474,1.047225624,0.765467842,3.321071337,-1.197158102,-1.047154156,-1.360701367, ,-1.194662833,-0.982109142,-1.009131905,-0.866199772,-0.464069415, , ,-0.091694303,-0.943375959,-0.089108911,-0.09375,-0.05, ,0,0.166320166,-0.117647059,0,0, , ,0.5,-0.027027027,-0.316831683,-0.53125,-0.65,,-0.243902439,0.014553015,-0.243697479,-0.243055556,-0.269230769,,,-0.166666667,-0.189189189,-0.089108911,0.0625,-0.15,,-0.073170732,0.25987526,0.016806723,0.083333333,0.038461538,,,0.5,0.243243243
2000-4,-0.043855259,0.823061405,0.922692117,0.056698376,0.863078464,0.802001585,3.22644709,-1.573067747,-0.627933532,-1.451522073, ,-1.260309439,-1.288803091,-1.294653303,-1.213974924,-0.868087288, , ,-0.914450118,-1.474604627,-0.253164557,-0.148148148,-0.357142857, ,-0.138461538,-0.007575758,-0.372340426,-0.150442478,-0.216216216, , ,-0.153846154,-0.233009709,-0.265822785,-0.296296296,-0.571428571,,-0.169230769,-0.049242424,-0.436170213,-0.336283186,-0.378378378,,,-0.538461538,-0.203883495,-0.202531646,-0.222222222,-0.428571429,,-0.076923077,0.045454545,-0.212765957,-0.194690265,-0.189189189,,,-0.230769231,-0.145631068
2000-5,0.011675948,0.880353506,0.950540784,-0.015512551,0.900838791,0.797507196,3.230804396,-1.167275618,-1.217513718,-1.4689979, ,-1.643282645,-1.310590304,-1.472332917,-1.257911173,-1.059385071, , ,-1.557271023,-1.455357291,-0.205479452,-0.045454545,-0.090909091, ,-0.152542373,0.082568807,-0.183673469,-0.1875,-0.352941176, , ,-0.363636364,-0.333333333,-0.260273973,-0.590909091,-0.272727273,,0.016949153,0.03058104,-0.275510204,-0.2421875,-0.235294118,,,-0.545454545,-0.268518519,-0.164383562,0.181818182,-0.272727273,,-0.169491525,0.085626911,-0.132653061,-0.1875,-0.176470588,,,-0.181818182,-0.231481481
2000-6,0.039516997,0.837164969,0.945196247,0.125232491,0.881912765,0.760805829,3.265759411,-1.09899341,-1.195408098,-1.413576181, ,-1.143928289,-1.215275606,-1.264951642,-1.232581298,-1.381851473,-1.16188988, ,-0.855495551,-1.393550781,-0.25,-0.375,-0.166666667, ,-0.142857143,0.018691589,-0.205882353,-0.242718447,-0.5,-0.196078431, ,0.19047619,-0.193181818,-0.345238095,-0.5,-0.5,,-0.285714286,0.015576324,-0.455882353,-0.13592233,-0.4375,-0.715686275,,-0.095238095,-0.181818182,-0.05952381,-0.4375,-0.166666667,,-0.126984127,0.059190031,-0.147058824,-0.233009709,-0.4375,-0.137254902,,0.428571429,-0.261363636
2000-7,0.004391795,0.781385012,0.960407044,0.149640612,0.882401446,0.741937345,3.292126287,-0.93590378,-0.91137648,-0.725805147, ,-1.678647389,-1.142483618,-1.516169798,-1.227607422,-1.032269863,-1.460951968, ,-1.088008542,-1.104421804,-0.244680851,-0.384615385,-0.083333333, ,-0.390625,0.089552239,-0.294117647,-0.174242424,-0.090909091,-0.388888889, ,-0.212121212,-0.244897959,-0.425531915,-0.615384615,-0.666666667,,-0.1875,-0.044776119,-0.458823529,-0.318181818,-0.212121212,-0.944444444,,-0.606060606,-0.295918367,-0.117021277,-0.307692308,-0.166666667,,-0.25,0.086567164,-0.211764706,-0.060606061,-0.151515152,-0.388888889,,-0.03030303,-0.132653061
2000-8,0.007984525,0.887392003,0.95659597,0.146056931,0.921583699,0.751416089,3.244543572,-0.982360906,-1.3280436,-2.005642456, ,-0.959895629,-1.253718525,-1.413149017,-1.045712371,-0.760877934,-1.47184695, ,-0.923328626,-1.16601551,-0.285714286,-0.285714286,-1, ,0.216216216,0.054393305,-0.254545455,-0.008928571,-0.214285714,-0.351851852, ,-0.2,-0.146341463,-0.328571429,-0.333333333,-1,,0.108108108,0.0041841,-0.290909091,0.0625,-0.571428571,-0.796296296,,-0.8,-0.243902439,-0.2,-0.523809524,-0.777777778,,0.135135135,0.083682008,-0.236363636,-0.107142857,-0.142857143,-0.351851852,,0.2,-0.024390244
2000-9,-0.003446859,0.860366159,0.834000683,-0.175531071,0.785492845,0.760805829,3.22644709,-1.333150122,-0.927607848,-1.86190456, ,-1.374516423,-1.627161825,-1.58830105,-1.225092018,-1.476889113,-2.502045292, ,-1.438337821,-1.400508337,-0.373493976,-0.178571429,-0.523809524, ,-0.327586207,-0.127329193,-0.392857143,-0.273504274,-0.327495622,-0.695652174, ,-0.484848485,-0.244897959,-0.518072289,-0.428571429,-0.714285714,,-0.413793103,-0.093167702,-0.428571429,-0.358974359,-0.294220665,-0.739130435,,-0.787878788,-0.193877551,-0.168674699,-0.214285714,-0.571428571,,-0.344827586,-0.096273292,-0.392857143,-0.179487179,-0.34150613,-0.52173913,,-0.484848485,-0.178571429
2000-10,-0.041073267,0.836965256,0.904050338,-0.028272121,0.81943221,0.78845736,3.19703913,-1.775017451,-0.712021701,-1.179432073,-2.035076743,-1.587257183,-1.26209078,-1.608794922,-1.481051261,-1.393849171,-1.511487948, ,-1.031704339,-1.200899904,-0.233333333,-0.09375,0.090909091,-0.444444444,-0.333333333,-0.043307087,-0.462962963,-0.280487805,-0.454545455,-0.266666667, ,-0.178571429,-0.188888889,-0.266666667,-0.5625,-0.454545455,-0.555555556,0.055555556,0.003937008,-0.555555556,-0.182926829,-0.636363636,-0.866666667,,-0.678571429,-0.166666667,-0.216666667,0.0625,-0.363636364,-0.222222222,-0.092592593,-0.019685039,-0.388888889,-0.317073171,-0.363636364,-0.2,,-0.035714286,0.033333333
2000-11,0.037928801,0.776649317,0.862848263,-0.080613013,0.835352947,0.760805829,3.162517091,-1.28942716,-1.510467966,-1.086014404,-1.455154032,-1.754726634,-1.168453888,-1.717464327,-1.322995052,-1.214542491,-2.134934465,-2.257601891,-1.378916705,-1.595391625,-0.302325581,-0.3,-0.15222348,-0.212121212,-0.285714286,0.015337423,-0.361445783,-0.140495868,-0.5,-0.357142857,-0.555555556,-0.135135135,-0.210084034,-0.302325581,-0.775,-0.370813175,-0.363636364,-0.242857143,-0.070552147,-0.421686747,-0.198347107,-0.541666667,-0.928571429,-0.777777778,-0.378378378,-0.285714286,-0.26744186,-0.3,-0.12100582,-0.050505051,-0.242857143,-0.015337423,-0.337349398,-0.165289256,-0.458333333,-0.357142857,-0.222222222,-0.135135135,-0.18487395
2000-12,-0.040029886,0.749821872,0.864623969,-0.304294217,0.79106619,0.810930216,3.105035008,-1.969834042,-1.137474263,-1.089400768,-1.586648581,-1.359563487,-1.613943108,-2.014684796,-1.587878326,-1.42719951,-1.849450389,-1.446687219,-1.291759045,-1.536620803,-0.406779661,-0.133333333,-0.152963135,-0.161764706,-0.121212121,-0.040909091,-0.536585366,-0.22826087,-0.153846154,-0.357142857,-0.545454545,-0.378378378,-0.273972603,-0.305084746,-0.733333333,-0.370592466,-0.411764706,-0.303030303,-0.081818182,-0.536585366,-0.22826087,-0.461538462,-0.571428571,-0.818181818,-0.405405405,-0.397260274,-0.305084746,-0.2,-0.120747685,-0.117647059,-0.151515152,-0.045454545,-0.365853659,-0.043478261,0,-0.428571429,-0.363636364,-0.243243243,-0.205479452
2001-1,0.004432403,0.832180914,0.884316059,-0.431635579,0.775088632,0.802001585,3.113959655,-1.840358382,-2.23803551,-0.65652876,-1.733937501,-1.745340242,-1.811461809,-1.916489809,-1.539649107,-1.225339763,-1.205339475,-1.719030447,-1.793840701,-1.791083794,-0.314606742,-0.481481481,0,-0.1125,-0.241935484,-0.110687023,-0.445945946,-0.18018018,-0.47826087,0,-0.615384615,-0.523809524,-0.28125,-0.460674157,-0.666666667,0,-0.1375,-0.129032258,-0.041984733,-0.378378378,-0.081081081,-0.52173913,-0.4,-0.692307692,-0.714285714,-0.25,-0.247191011,-0.518518519,0.333333333,0,-0.241935484,-0.038167939,-0.27027027,-0.081081081,-0.217391304,0.3,-0.692307692,-0.476190476,-0.09375
2001-2,0.007747096,0.839540994,0.93422975,-0.093136667,0.861184238,0.797507196,3.135494216,-1.568143899,-1.069460468,-0.70139359,-1.443744574,-1.213312706,-1.472108798,-1.371301562,-1.408767871,-0.755067099,-1.136939255,-1.38962907,-0.561148994,-1.858861051,-0.208695652,-0.068965517,-0.076923077,-0.2,-0.05,-0.005494505,-0.282608696,-0.254545455,-0.137931034,-0.428571429,-0.375,0.147058824,-0.262295082,-0.391304348,-0.655172414,0.230769231,-0.181818182,-0.083333333,0.032967033,-0.554347826,-0.290909091,-0.310344828,-0.857142857,-0.6875,-0.058823529,-0.237704918,-0.226086957,0,0.230769231,-0.118181818,-0.083333333,0.098901099,-0.163043478,-0.209090909,-0.068965517,-0.428571429,-0.625,0.176470588,-0.12295082
2001-3,-0.072073906,0.847269287,0.902749268,-0.15005596,0.848301302,0.91228271,3.031581926,-1.744663537,-0.945837529,-1.1382578,-1.400420376,-1.272678617,-1.323144067,-1.50659721,-1.678222829,-1.506414433,-2.567440588,-1.220002524,-1.408529172,-1.467446062,-0.32,0.075,-0.15,-0.096296296,-0.1625,0.068592058,-0.3125,-0.276315789,-0.333333333,-0.333333333,-0.222222222,-0.290322581,-0.298245614,-0.27,-0.425,-0.7,-0.214814815,-0.0125,0.14801444,-0.479166667,-0.355263158,-0.595238095,-0.766666667,-0.555555556,-0.483870968,-0.251461988,-0.19,0.175,0.2,-0.022222222,-0.05,0.061371841,-0.1875,-0.302631579,-0.380952381,-0.466666667,-0.296296296,-0.290322581,-0.216374269
2001-4,0.002740959,0.763771573,0.729190615,-0.628478782,0.667088276,0.91228271,3.019936962,-1.84564141,-2.252413624,-2.441271205,-2.025723986,-1.978415771,-2.055693017,-2.477266172,-1.630038249,-1.030556992,-2.498264487,-1.63466841,-1.278908951,-1.903719016,-0.371794872,-0.214285714,-0.529411765,-0.351351351,-0.326086957,-0.218954248,-0.616666667,-0.280991736,-0.230769231,-1,-0.533333333,-0.25,-0.416666667,-0.615384615,-0.714285714,-0.764705882,-0.234234234,-0.173913043,-0.062091503,-0.6,-0.20661157,-0.307692308,-0.866666667,-0.6,-0.318181818,-0.333333333,-0.320512821,-0.285714286,-0.823529412,-0.189189189,-0.391304348,-0.179738562,-0.566666667,-0.239669421,-0.115384615,-1,-0.4,-0.136363636,-0.351851852
2001-5,0.02263753,0.774995463,0.89778571,-0.129557149,0.797009779,0.850150929,3.057297629,-1.676981877,-0.857062413,-1.266625711,-1.350629327,-1.629327175,-1.596554518,-1.501018627,-1.139330282,-1.019127469,-0.897040627,-0.792954568,-1.611358669,-1.63742231,-0.380952381,0,-0.210526316,-0.217391304,-0.1875,-0.109859155,-0.38372093,-0.166666667,-0.230769231,-0.114285714,-0.6,-0.5,-0.288888889,-0.466666667,-0.595744681,-0.5,-0.339130435,0.1,-0.056338028,-0.569767442,-0.22,-0.692307692,-0.685714286,-0.6,-0.619047619,-0.348148148,-0.219047619,0.021276596,-0.131578947,-0.07826087,-0.125,-0.036619718,-0.313953488,-0.04,-0.153846154,0.028571429,-0.6,-0.238095238,-0.296296296
