,Returns_all_share_reinvested,combined_sentiment_score_mnb_all_newspapers_FE,combined_sentiment_score_lsvc_all_newspapers_FE,combined_sentiment_score_dictionary_all_newspapers_FE,combined_sentiment_score_mlpc_all_newspapers_FE,LDY_ALLSHARE,LPE_ALLSHARE,DAILY_MAIL_&_MAIL_ON_SUNDAY_sentiment_score_DIC,DAILY_MIRROR_&_SUNDAY_MIRROR_sentiment_score_DIC,DAILY_RECORD_&_SUNDAY_MAIL_sentiment_score_DIC,DAILY_TELEGRAPH_sentiment_score_DIC,EVENING_STANDARD_sentiment_score_DIC,FINANCIAL_TIMES_sentiment_score_DIC,GUARDIAN_sentiment_score_DIC,INDEPENDENT_sentiment_score_DIC,OBSERVER_sentiment_score_DIC,SUN_sentiment_score_DIC,SUNDAY_TELEGRAPH_sentiment_score_DIC,SUNDAY_TIMES_sentiment_score_DIC,TIMES_sentiment_score_DIC,DAILY_MAIL_&_MAIL_ON_SUNDAY_ANN,DAILY_MIRROR_&_SUNDAY_MIRROR_ANN,DAILY_RECORD_&_SUNDAY_MAIL_ANN,DAILY_TELEGRAPH_ANN,EVENING_STANDARD_ANN,FINANCIAL_TIMES_ANN,GUARDIAN_ANN,INDEPENDENT_ANN,OBSERVER_ANN,SUN_ANN,SUNDAY_TELEGRAPH_ANN,SUNDAY_TIMES_ANN,TIMES_ANN,DAILY_MAIL_&_MAIL_ON_SUNDAY_NBEP,DAILY_MIRROR_&_SUNDAY_MIRROR_NBEP,DAILY_RECORD_&_SUNDAY_MAIL_NBEP,DAILY_TELEGRAPH_NBEP,EVENING_STANDARD_NBEP,FINANCIAL_TIMES_NBEP,GUARDIAN_NBEP,INDEPENDENT_NBEP,OBSERVER_NBEP,SUN_sentiment_NBEP,SUNDAY_TELEGRAPH_NBEP,SUNDAY_TIMES_NBEP,TIMES_sentiment_NBEP,DAILY_MAIL_&_MAIL_ON_SUNDAY_svmEP,DAILY_MIRROR_&_SUNDAY_MIRROR_svmEP,DAILY_RECORD_&_SUNDAY_MAIL_svmEP,DAILY_TELEGRAPH_svmEP,EVENING_STANDARD_svmEP,FINANCIAL_TIMES_svmEP,GUARDIAN_svmEP,INDEPENDENT_svmEP,OBSERVER_svmEP,SUN_svmEP,SUNDAY_TELEGRAPH_svmEP,SUNDAY_TIMES_svmEP,TIMES_svmEP
2005-9,0.012403446,0.816251136,0.743839172,-0.21639232,0.714977905,1.111857515,2.7047113,-1.936949525,-2.264046652,-1.549523918,-1.572546584,-1.999499081,-1.357810326,-1.782764385,-1.340922532,-2.23885452,-2.914463096,-1.042907704,-1.236798096,-1.225235864,-0.405405405,-0.56,-0.090909091,-0.260273973,-0.349206349,-0.203448276,-0.333333333,-0.349056604,-0.416666667,-0.666666667,-0.222222222,-0.454545455,-0.1796875,-0.608108108,-0.64,-0.272727273,-0.260273973,-0.158730159,-0.110344828,-0.161290323,-0.245283019,-0.5,-0.833333333,-0.333333333,-0.090909091,-0.171875,-0.527027027,-0.64,0,-0.164383562,-0.444444444,-0.137931034,-0.204301075,-0.424528302,-0.5,-0.666666667,-0.222222222,-0.363636364,-0.171875
2005-10,-0.020952491,0.804260536,0.854836001,-0.023616609,0.783613596,1.134622726,2.682390454,-1.53377943,-1.02428695,-0.468757557,-1.169854645,-1.525680906,-1.328391949,-1.685361737,-1.49670532,-1.396426628,-1.994279876,-1.78552905,-0.605051719,-1.147321808,-0.53125,-0.466666667,0.307692308,-0.166666667,-0.298245614,-0.088339223,-0.465116279,-0.365853659,-0.592592593,-0.470588235,-0.125,0.035087719,-0.049180328,-0.635416667,-0.533333333,-0.153846154,-0.25,0.122807018,-0.106007067,-0.395348837,-0.304878049,-0.703703704,-0.529411765,-0.5,-0.105263158,-0.147540984,-0.4375,-0.266666667,0.230769231,-0.130952381,-0.228070175,-0.067137809,-0.220930233,-0.341463415,-0.481481481,-0.411764706,-0.3125,0.105263158,0.016393443
2005-11,0.036748688,0.815067558,0.884286824,-0.04548017,0.805917239,1.118414916,2.689207113,-1.419845192,-1.373664378,-1.463553326,-1.44895907,-1.713811618,-1.199422713,-1.713828374,-1.701841326,-1.161167256,-1.869600492,-0.919784774,-0.805729798,-1.320654266,-0.313131313,-0.2,-0.111111111,-0.137931034,-0.222222222,-0.039755352,-0.428571429,-0.402597403,-0.19047619,-0.125,-0.4,-0.166666667,-0.2,-0.585858586,-0.533333333,-0.222222222,-0.195402299,-0.155555556,-0.039755352,-0.30952381,-0.272727273,-0.476190476,-0.375,-0.45,-0.333333333,-0.16,-0.202020202,-0.333333333,-0.111111111,-0.068965517,-0.088888889,-0.018348624,-0.333333333,-0.402597403,-0.19047619,-0.375,-0.05,0.047619048,-0.072
2005-12,0.01886209,0.753330995,0.927830529,-0.081224768,0.821265626,1.105256831,2.679650727,-1.395110567,-1.871717071,-1.051797121,-1.244585785,-1.6349271,-1.44942333,-1.506528318,-1.5106248,-1.729564326,-1.235389929,-0.772932039,-0.520742761,-1.43307916,-0.2,-0.368421053,-0.2,-0.109589041,-0.166666667,-0.083573487,-0.309278351,-0.352941176,-0.444444444,-0.352941176,-0.25,0.162162162,-0.22962963,-0.411111111,-0.684210526,-0.45,-0.178082192,-0.166666667,-0.216138329,-0.257731959,-0.411764706,-1,-0.411764706,-0.75,-0.162162162,-0.192592593,0.066666667,0,0.05,0.150684932,-0.027777778,-0.086455331,-0.175257732,-0.258823529,-0.666666667,-0.176470588,-0.25,0.135135135,-0.125925926
2006-1,0.040519224,0.881527335,1.005367739,0.028738353,0.915918915,1.064710737,2.71866038,-1.233001447,-1.305091855,-0.499595556,-1.222467891,-0.962229304,-1.200655388,-1.702324827,-1.425178948,-1.812003474,-1.932775394,-0.360259666,-0.842224294,-1.549293779,-0.075949367,-0.238095238,-0.2,-0.083333333,0.282608696,-0.054054054,-0.197183099,-0.246575342,-0.615384615,-0.375,0.153846154,-0.095238095,-0.018691589,-0.278481013,-0.523809524,-0.6,-0.266666667,-0.02173913,-0.057915058,-0.352112676,-0.369863014,-0.576923077,-0.375,-0.076923077,-0.238095238,0.14953271,0.025316456,-0.142857143,0,0.216666667,0.282608696,0.046332046,-0.197183099,-0.246575342,-0.576923077,-0.375,0.230769231,-0.071428571,0.046728972
2006-2,0.021039528,0.902191251,1.041116904,0.104217056,0.93719445,1.071583616,2.638342789,-1.110317977,-1.045080976,-0.648180429,-1.411188167,-1.221713455,-1.270941697,-1.194441284,-1.105274375,-1.610579863,-2.207224724,-1.492555282,-0.508185802,-1.210859402,-0.137931034,-0.166666667,0.111111111,-0.060240964,-0.146341463,0.003717472,-0.159090909,-0.11827957,-0.583333333,-0.4,-0.35,0.078947368,0.066666667,-0.425287356,-0.666666667,0.111111111,-0.144578313,-0.146341463,0.018587361,-0.329545455,-0.23655914,-0.583333333,-0.8,-0.2,-0.157894737,0.123809524,-0.126436782,-0.055555556,0,0.012048193,0.097560976,0.12267658,0,-0.129032258,-0.583333333,0,-0.45,0.263157895,0.171428571
2006-3,0.036303433,0.863133279,1.063058764,0.295031535,0.994687518,1.071583616,2.637627737,-1.367667581,-1.662072218,-0.655579084,-1.106918083,-0.935737615,-0.778345554,-1.171969317,-1.089311108,-1.359783657,-1.044203893,-0.609115877,-0.778895565,-1.255174588,-0.310077519,-0.65,0.538461538,0.039215686,0,0.191176471,-0.070175439,-0.127118644,-0.4,-0.043478261,-0.066666667,-0.055555556,-0.034482759,-0.565891473,-0.7,0.230769231,-0.049019608,-0.155844156,-0.017156863,-0.043859649,-0.254237288,-0.64,-0.739130435,-0.566666667,-0.388888889,-0.075862069,-0.19379845,-0.35,0.538461538,0.137254902,0.077922078,0.237745098,0.070175439,-0.169491525,-0.6,-0.130434783,0.166666667,0.027777778,-0.027586207
2006-4,0.012395531,0.933977536,0.998376416,0.137341215,0.945586884,1.064710737,2.653945942,-1.41554988,-3.180838701,-1.543170126,-1.178534365,-1.016017489,-1.229910227,-1.38149694,-0.81133238,-0.452347153,0.108342203,-1.2416363,-0.562055725,-1.150264434,-0.268817204,-0.818181818,-0.083333333,-0.1,0.026315789,0.006024096,-0.133333333,-0.217948718,-0.066666667,-0.333333333,0.2,0.135135135,0.088235294,-0.505376344,-0.818181818,-0.25,-0.283333333,0.026315789,-0.036144578,-0.08,-0.294871795,-0.266666667,-0.333333333,0.04,0.135135135,0.12745098,-0.182795699,-0.818181818,0.083333333,0,0.026315789,0.012048193,-0.066666667,-0.128205128,0.066666667,-0.333333333,0.12,0.189189189,0.107843137
2006-5,-0.027201011,0.965569735,1.014961779,0.146384042,0.986364939,1.101940079,2.615934912,-1.333700789,-1.592535708,-0.252625578,-1.227646693,-0.890242515,-1.192698191,-1.128287865,-0.932235509,-1.99348996,-1.538252157,-1.015650924,-0.712255324,-1.290026722,-0.315315315,-0.1,0.142857143,-0.026666667,0.038461538,0.148148148,0,-0.038961039,-0.416666667,-0.1,-0.157894737,0.107142857,-0.009345794,-0.414414414,-0.6,0.428571429,-0.12,0.019230769,0.024691358,0.046153846,-0.038961039,-0.25,-0.5,-0.263157895,-0.357142857,0.009345794,-0.216216216,-0.4,0.428571429,0.08,0.038461538,0.148148148,-0.076923077,-0.051948052,-0.5,-0.3,0,0.178571429,0.009345794
2006-6,-0.037087076,0.977523164,0.956004485,0.054928023,0.902337788,1.16938136,2.610804817,-1.544730939,-0.841624467,-1.211121765,-1.309405328,-1.202390724,-1.268865344,-1.107528969,-1.145901204,-0.911162182,-1.842711372,-1.697332746,-0.88641962,-1.238740915,-0.38372093,0,-0.3,-0.082352941,0.090909091,-0.032258065,0.022988506,-0.263888889,-0.136363636,-0.466666667,-0.380952381,-0.033333333,-0.063829787,-0.546511628,0,-0.1,-0.152941176,0.113636364,0.14516129,-0.022988506,-0.194444444,-0.318181818,-0.533333333,-0.571428571,-0.133333333,0.085106383,-0.290697674,0,-0.3,0.035294118,0.159090909,-0.024193548,0.057471264,-0.236111111,-0.272727273,-0.266666667,-0.380952381,0.066666667,-0.021276596
2006-7,0.014093794,0.951463283,1.011873846,0.06374421,0.972290884,1.160020917,2.568021556,-1.577113844,-1.225206261,-0.374800188,-0.965961547,-0.594315158,-1.342349277,-1.212698869,-1.047950816,-1.1574935,-0.156694464,-1.147684501,-1.420909791,-1.556370916,-0.282608696,-0.090909091,0,0.067567568,0.25,0.013793103,0.013333333,0.035294118,-0.086956522,0.333333333,-0.296296296,-0.297297297,-0.086956522,-0.586956522,-0.636363636,0,-0.162162162,0.222222222,0.096551724,0.026666667,-0.023529412,-0.173913043,-0.333333333,-0.37037037,-0.459459459,-0.076086957,-0.206521739,-0.363636364,0.125,0.202702703,0.111111111,0.034482759,0.053333333,0.011764706,-0.086956522,0.333333333,-0.148148148,0.108108108,-0.184782609
2006-8,0.03487783,0.922760259,0.933040399,0.092715291,0.899668224,1.111857515,2.569554124,-1.210873977,-2.193689196,-0.665214949,-1.084605801,-0.903910748,-1.343913682,-1.324992943,-1.077872299,-1.375861531,-1.230626102,-1.258447898,-0.693686434,-1.366809717,-0.219298246,-0.62962963,0,-0.07079646,-0.122807018,0.070967742,-0.165048544,-0.269230769,-0.1875,-0.15,-0.454545455,0,0.009708738,-0.456140351,-0.740740741,-0.571428571,-0.14159292,0.01754386,0.187096774,-0.13592233,-0.221153846,-0.375,-0.6,-0.787878788,-0.296296296,0.048543689,-0.01754386,-0.666666667,-0.142857143,0.053097345,-0.01754386,0.019354839,-0.067961165,-0.307692308,-0.125,-0.3,-0.484848485,-0.074074074,-0.067961165
2006-9,0.008056829,0.954504883,1.048599805,0.194096347,0.918603574,1.137833002,2.574899688,-1.370314545,-0.249074894,-0.452064219,-1.066850317,-0.633320985,-1.545938912,-0.95751668,-1.154502027,-1.176683841,0.393065396,-0.86606945,-0.476451916,-1.17797518,-0.366336634,0.5,0.5,-0.19,0.222222222,-0.106382979,-0.111111111,-0.241935484,-0.25,0.444444444,-0.148148148,0.310344828,0.039215686,-0.584158416,0.0625,0.125,-0.38,0.166666667,0.177304965,-0.171717172,-0.177419355,-0.25,-0.777777778,-0.259259259,0.24137931,0.068627451,-0.168316832,0.375,0.75,0.04,0.361111111,0.042553191,0.131313131,-0.182795699,0,0.666666667,-0.111111111,0.275862069,0.019607843
2006-10,0.04954395,0.871361202,0.975836089,0.213418175,0.909528666,1.08180517,2.610804817,-0.890111673,-1.966377418,-0.456639616,-1.04394045,-1.061214108,-1.403553648,-0.964489633,-0.876077451,-1.238786303,-1.388408876,-0.886696977,-0.611507901,-1.375731548,-0.197080292,-0.230769231,0.125,-0.081081081,-0.075757576,-0.032608696,-0.034482759,-0.119266055,-0.12,-0.571428571,-0.222222222,-0.152173913,-0.193277311,-0.364963504,-0.653846154,-0.25,-0.144144144,-0.181818182,-0.010869565,-0.215517241,-0.174311927,-0.4,-0.571428571,-0.407407407,-0.608695652,-0.12605042,-0.131386861,-0.153846154,0.3125,0.018018018,0.151515152,-0.092391304,0.025862069,-0.174311927,-0.24,-0.428571429,0.185185185,-0.043478261,-0.058823529
2006-11,0.01833761,0.907675369,0.94818298,0.074050547,0.916814822,1.057790294,2.670002133,-1.118783309,-1.010272743,-0.608168256,-1.13218995,-1.134975835,-1.471737042,-1.319270203,-1.270184562,-1.423484582,-1.574193095,-1.196194591,-0.645868669,-1.33373309,-0.262711864,-0.210526316,0.2,-0.010869565,-0.058823529,-0.041176471,-0.111111111,-0.112676056,-0.476190476,-0.3125,-0.192307692,-0.052631579,-0.069230769,-0.5,-0.526315789,-0.333333333,-0.27173913,-0.044117647,0.1,-0.253968254,-0.169014085,-0.714285714,-0.625,-0.307692308,-0.157894737,0.053846154,-0.152542373,-0.210526316,0.266666667,-0.02173913,0.102941176,-0.070588235,-0.03968254,-0.154929577,-0.476190476,-0.125,-0.192307692,-0.026315789,-0.107692308
2006-12,0.010618791,0.836765278,0.999979854,0.21264898,0.915508779,1.050821625,2.662355242,-1.135723277,-0.95628113,-0.973419016,-1.090823936,-0.695869085,-1.383457621,-1.221476451,-1.186160621,-1.079846755,-0.714742986,-1.166101524,-0.347588866,-1.100385401,-0.259259259,-0.111111111,-0.333333333,-0.189189189,0.193548387,-0.013513514,-0.071428571,-0.240506329,-0.35,-0.307692308,-0.236842105,0.12,-0.093220339,-0.511111111,-0.666666667,-0.555555556,-0.387387387,-0.112903226,0.108108108,-0.257142857,-0.329113924,-0.25,-1,-0.684210526,-0.26,-0.033898305,-0.118518519,0.055555556,0.111111111,-0.108108108,0.35483871,0.033783784,-0.078571429,-0.202531646,-0.45,-0.307692308,-0.131578947,0.4,-0.033898305
2007-1,0.003734332,0.889875858,0.943860639,0.154747377,0.892717603,1.043804052,2.6651427,-1.188768408,-0.70999438,-0.727280443,-1.316784951,-1.093027502,-1.422311675,-1.036369126,-1.144432098,-1.815226467,-1.027264894,-0.833605631,-0.698078823,-1.199219641,-0.270676692,-0.12,-0.230769231,-0.323809524,-0.076923077,0.085271318,-0.048951049,-0.205479452,-0.5,-0.36,-0.266666667,-0.047619048,-0.056,-0.466165414,-0.36,-0.076923077,-0.495238095,-0.076923077,0.100775194,-0.118881119,-0.109589041,-0.75,-0.56,-0.266666667,-0.238095238,-0.08,-0.218045113,-0.08,0,-0.19047619,0.169230769,0.108527132,-0.041958042,-0.232876712,-0.642857143,-0.44,-0.133333333,-0.071428571,-0.016
2007-2,0.029560995,0.974226152,1.017088463,0.04119381,0.944740115,0.996948635,2.644044871,-1.504742256,-1.781881871,-0.549827618,-1.123423519,-1.193068433,-1.536333219,-1.115493642,-1.000013632,-1.047981923,-2.131251957,-1.211141129,-0.735479484,-1.338580572,-0.352459016,-0.3125,0.2,-0.040816327,0.055555556,-0.02994012,0.105633803,-0.052631579,0,-0.7,-0.481481481,-0.128205128,-0.03968254,-0.590163934,-0.5625,-0.133333333,-0.081632653,0.074074074,0.095808383,0.112676056,-0.052631579,-0.142857143,-0.5,-0.407407407,-0.435897436,-0.031746032,-0.237704918,-0.375,0.333333333,0.091836735,0.148148148,-0.017964072,0.133802817,-0.140350877,0.142857143,-0.7,0,-0.076923077,0.03968254
2007-3,-0.038825226,0.884956507,1.057133476,0.229750794,0.960671557,1.071583616,2.575661013,-1.203000642,-0.909360491,-0.660643182,-1.028162119,-1.188533965,-1.169010269,-1.259865292,-0.853997663,-1.067643616,-0.468330349,-0.781023378,-0.939676852,-1.115224476,-0.245398773,-0.214285714,-0.09375,-0.078571429,0.113636364,0.057692308,-0.02739726,0,-0.4,-0.05,-0.096774194,-0.069767442,-0.076923077,-0.503067485,-0.821428571,-0.6875,-0.357142857,-0.045454545,0.072115385,-0.04109589,-0.083333333,-0.6,-0.5,-0.451612903,-0.255813953,-0.06043956,-0.208588957,-0.142857143,0,0.064285714,0.170454545,0.125,0.089041096,0,-0.133333333,0.2,-0.096774194,0.23255814,0.016483516
2007-4,0.055492449,0.899047731,0.971058529,0.096558507,0.922422629,1.022450928,2.631169157,-1.510611392,-1.63432798,-1.502238599,-1.175536525,-0.772948596,-1.493033422,-1.003010155,-0.961204926,-1.209730173,-1.824981527,-0.992079341,-0.822581195,-1.114293875,-0.260162602,-0.27027027,-0.4375,-0.227272727,0.16,-0.055900621,0.075757576,-0.208333333,-0.258064516,-0.333333333,-0.166666667,-0.037735849,-0.007633588,-0.463414634,-0.648648649,-0.625,-0.375,0.18,0.080745342,-0.090909091,-0.194444444,-0.419354839,-0.6,-0.233333333,-0.339622642,-0.083969466,-0.235772358,-0.216216216,-0.4375,-0.159090909,0.44,-0.055900621,0.090909091,-0.083333333,-0.225806452,-0.4,-0.066666667,0,0.007633588
2007-5,0.01916009,0.957894972,1.029988074,0.200303095,0.972511509,1.004301609,2.629728234,-1.008788778,-1.030439014,-0.503387311,-1.456045091,-1.223428545,-1.162369506,-1.385184081,-0.872115485,-1.186304627,-0.771724712,-0.803249303,-0.535724278,-1.058854321,-0.191489362,-0.366666667,0.058823529,-0.282828283,-0.070588235,0.100628931,-0.076335878,0.090909091,-0.178571429,-0.088235294,-0.043478261,-0.096774194,0.106870229,-0.404255319,-0.733333333,-0.235294118,-0.222222222,-0.152941176,0.20754717,-0.129770992,-0.054545455,-0.428571429,-0.647058824,-0.304347826,-0.419354839,0.122137405,-0.021276596,-0.3,0.058823529,-0.151515152,0.035294118,0.094339623,-0.076335878,0.018181818,-0.035714286,-0.088235294,0,0.096774194,0.122137405
2007-6,0.022154713,0.954727046,0.929719524,0.115660446,0.914831147,0.989541194,2.601207105,-1.33495524,-1.57383595,-0.150739283,-1.253305606,-0.963097479,-1.34069088,-1.448731682,-1.228611822,-1.077082139,-1.450123341,-0.788141987,-0.583848116,-1.073216297,-0.366666667,-0.214285714,0.0625,-0.160714286,0.053763441,-0.010869565,-0.146341463,-0.196969697,-0.071428571,-0.166666667,-0.217391304,0.060606061,0.016129032,-0.475,-0.785714286,0.125,-0.276785714,0.043010753,0.065217391,-0.008130081,-0.090909091,-0.5,-0.5,-0.347826087,-0.272727273,0.064516129,-0.341666667,-0.357142857,0.25,-0.098214286,0.096774194,-0.032608696,-0.105691057,-0.272727273,-0.357142857,-0.166666667,-0.130434783,0.151515152,-0.008064516
2007-7,-0.00205887,0.950698657,0.964498607,0.11853453,0.923312568,0.993251773,2.607861474,-1.016859971,-1.150645835,-1.585446964,-1.13273638,-1.169132251,-1.269146874,-1.403614051,-1.104457,-1.414917409,-1.367783423,-1.659121388,-0.951979445,-1.006836682,-0.113821138,-0.333333333,-0.076923077,-0.03125,0.011904762,0.008658009,-0.167832168,-0.193548387,-0.222222222,-0.235294118,-0.424242424,-0.244444444,-0.008928571,-0.292682927,-0.766666667,-0.230769231,-0.083333333,-0.035714286,0.047619048,-0.041958042,-0.096774194,-0.555555556,-0.411764706,-0.363636364,-0.444444444,-0.008928571,-0.12195122,-0.166666667,-0.076923077,0.09375,-0.083333333,0.056277056,-0.174825175,-0.193548387,-0.296296296,-0.352941176,-0.333333333,-0.066666667,0.089285714
2007-8,-0.088187021,0.883673364,0.833221069,-0.346060547,0.777435932,1.098612289,2.500615943,-1.702900009,-2.066226756,-0.705314874,-1.62874922,-2.002220503,-1.6966214,-1.596225909,-1.988402632,-2.164583878,-0.859547954,-1.435096408,-1.391134467,-1.499555039,-0.372413793,-0.538461538,-0.25,-0.273684211,-0.25,-0.134883721,-0.164473684,-0.372881356,-0.5,0.4,-0.35483871,-0.542857143,-0.141414141,-0.337931034,-0.846153846,0,-0.410526316,-0.043478261,0,-0.065789474,-0.322033898,-0.55,-0.066666667,-0.612903226,-0.714285714,0,-0.365517241,-0.307692308,-0.0625,-0.147368421,-0.206521739,-0.069767442,-0.092105263,-0.491525424,-0.55,0.333333333,-0.290322581,-0.4,-0.131313131
2007-9,0.026931098,0.689272982,0.560872655,-0.650797673,0.588082012,1.085189268,2.509599262,-2.164891118,-1.49820253,-1.185053584,-1.556328144,-1.870180685,-2.146425164,-2.3931612,-2.194585889,-2.31737571,-1.902482893,-1.584941382,-1.690092687,-1.601669917,-0.56284153,-0.472222222,-0.08,-0.248447205,-0.391304348,-0.310231023,-0.570680628,-0.601851852,-0.684210526,-0.518518519,-0.388888889,-0.535211268,-0.385093168,-0.650273224,-0.833333333,0.04,-0.385093168,-0.347826087,-0.072607261,-0.465968586,-0.453703704,-0.763157895,-0.592592593,-0.694444444,-0.661971831,-0.279503106,-0.62295082,-0.305555556,-0.08,-0.211180124,-0.443478261,-0.369636964,-0.57591623,-0.62962963,-0.710526316,-0.62962963,-0.388888889,-0.507042254,-0.49689441
2007-10,0.053216316,0.664382633,0.69371558,-0.258324555,0.695845575,1.033184483,2.561095788,-1.729593323,-1.838272453,-1.136074871,-1.317036622,-1.732388642,-1.65815688,-1.673742806,-1.814890774,-1.294344414,-1.478047686,-1.216512353,-0.793355774,-1.594659494,-0.430051813,-0.676470588,-0.4,-0.257309942,-0.388888889,-0.18767507,-0.315,-0.518518519,-0.6,-0.47826087,-0.35483871,-0.133333333,-0.298780488,-0.663212435,-0.794117647,-0.5,-0.473684211,-0.564814815,-0.103641457,-0.23,-0.641975309,-0.84,-0.565217391,-0.677419355,-0.416666667,-0.432926829,-0.430051813,-0.5,-0.2,-0.239766082,-0.407407407,-0.226890756,-0.315,-0.530864198,-0.6,-0.608695652,-0.387096774,-0.15,-0.31097561
2007-11,-0.042584202,0.800827491,0.603855829,-0.605810784,0.609647293,1.105256831,2.496505786,-2.23580267,-1.235705459,-1.394405402,-1.842295412,-2.283124178,-2.03270149,-2.09662691,-1.876988772,-1.833035926,-1.744562746,-1.640820791,-1.226407794,-1.639272075,-0.591549296,-0.555555556,-0.052631579,-0.369863014,-0.519480519,-0.288401254,-0.511235955,-0.481012658,-0.65625,-0.461538462,-0.36,-0.15,-0.339622642,-0.563380282,-0.333333333,-0.368421053,-0.287671233,-0.454545455,-0.006269592,-0.280898876,-0.481012658,-0.5625,-0.423076923,-0.28,-0.366666667,-0.132075472,-0.605633803,-0.5,-0.052631579,-0.363013699,-0.532467532,-0.285266458,-0.494382022,-0.632911392,-0.625,-0.538461538,-0.32,-0.2,-0.358490566
2007-12,-0.001486642,0.771025712,0.627256884,-0.738978025,0.642343786,1.118414916,2.490723035,-2.141148077,-1.32784902,-1.517375571,-1.93525886,-1.900845568,-2.289171794,-2.280045223,-2.140614301,-1.746303695,-2.010079268,-1.767707685,-1.259394599,-2.089402062,-0.544776119,-0.428571429,0,-0.305194805,-0.447761194,-0.309701493,-0.518248175,-0.493670886,-0.28125,-0.4,-0.178571429,-0.217391304,-0.271186441,-0.567164179,-0.904761905,-0.5,-0.201298701,-0.373134328,-0.111940299,-0.335766423,-0.417721519,-0.375,-0.65,-0.464285714,-0.405797101,-0.084745763,-0.537313433,-0.380952381,-0.083333333,-0.305194805,-0.462686567,-0.365671642,-0.452554745,-0.632911392,-0.3125,-0.4,-0.357142857,-0.173913043,-0.288135593
2008-1,-0.059132688,0.74758433,0.556352601,-0.931728847,0.530134999,1.178654996,2.42568729,-1.876436098,-1.855165634,-2.091432746,-2.364101227,-2.214243213,-2.417787366,-2.405860878,-2.210458642,-1.399543226,-1.974595846,-1.735346909,-1.758861611,-2.209408193,-0.384615385,-0.75,-0.333333333,-0.564705882,-0.565217391,-0.410526316,-0.513513514,-0.418803419,-0.4,-0.642857143,-0.625,-0.41509434,-0.430555556,-0.538461538,-0.833333333,-0.523809524,-0.417647059,-0.347826087,-0.081578947,-0.356756757,-0.273504274,-0.571428571,-0.714285714,-0.625,-0.452830189,-0.1875,-0.333333333,-0.75,-0.142857143,-0.476470588,-0.510869565,-0.373684211,-0.518918919,-0.504273504,-0.514285714,-0.642857143,-0.5625,-0.377358491,-0.465277778
2008-2,-0.030467667,0.760882673,0.636295513,-0.601164302,0.62217565,1.255616037,2.415913778,-1.934579719,-1.73373519,-1.484968466,-1.917524542,-2.33945932,-2.005933434,-1.966054188,-1.916857956,-2.314332473,-1.408366116,-1.487772961,-1.12114137,-1.946299765,-0.44375,-0.32,0.047619048,-0.443037975,-0.62244898,-0.261904762,-0.415584416,-0.43877551,-0.866666667,-0.21875,-0.4375,-0.385964912,-0.380165289,-0.56875,-0.52,0.428571429,-0.424050633,-0.408163265,0.008928571,-0.37012987,-0.346938776,-0.733333333,-0.28125,-0.5625,-0.649122807,-0.26446281,-0.43125,-0.36,0.047619048,-0.367088608,-0.612244898,-0.223214286,-0.363636364,-0.56122449,-0.8,-0.375,-0.46875,-0.350877193,-0.462809917
2008-3,-0.018748395,0.685431329,0.626569616,-0.52011662,0.608720038,1.340250423,2.410542234,-1.682357999,-2.215457138,-1.028402393,-1.752027048,-2.351993342,-2.067819968,-1.747159656,-2.179617133,-1.961020971,-2.007394772,-1.282069756,-1.434661073,-1.621971572,-0.460869565,-0.621621622,-0.121212121,-0.388059701,-0.686956522,-0.322580645,-0.463768116,-0.504347826,-0.536585366,-0.567567568,-0.227272727,-0.304878049,-0.303921569,-0.539130435,-0.891891892,-0.333333333,-0.512437811,-0.539130435,-0.129032258,-0.502415459,-0.495652174,-0.609756098,-0.621621622,-0.318181818,-0.463414634,-0.166666667,-0.430434783,-0.621621622,-0.060606061,-0.39800995,-0.686956522,-0.25483871,-0.439613527,-0.556521739,-0.682926829,-0.540540541,-0.090909091,-0.243902439,-0.352941176
2008-4,0.045373154,0.645308417,0.554304186,-0.659626555,0.557507543,1.297463147,2.467251715,-2.203880831,-1.949349257,-1.280349132,-2.162400584,-2.02149845,-2.078646152,-1.960916036,-1.922465947,-2.08573068,-1.946884374,-1.734966411,-0.999425048,-1.912334678,-0.576271186,-0.659090909,-0.358490566,-0.433333333,-0.516666667,-0.330275229,-0.49047619,-0.579710145,-0.605263158,-0.511111111,-0.727272727,-0.349206349,-0.401162791,-0.686440678,-0.840909091,-0.320754717,-0.505555556,-0.525,-0.128440367,-0.504761905,-0.442028986,-0.789473684,-0.622222222,-0.757575758,-0.476190476,-0.337209302,-0.546610169,-0.681818182,-0.41509434,-0.405555556,-0.533333333,-0.355504587,-0.5,-0.652173913,-0.657894737,-0.577777778,-0.636363636,-0.238095238,-0.441860465
